"date","gdp_value","value"
"1948-01-01","251.1","3.4"
"1948-01-01","251.1","3.5"
"1948-01-01","260.8","3.4"
"1948-01-01","260.8","3.5"
"1948-01-01","260.8","3.4"
"1948-01-01","260.8","3.5"
"1948-01-01","260.4","3.4"
"1948-01-01","260.4","3.5"
"1948-01-01","260.3","3.4"
"1948-01-01","260.3","3.5"
"1948-01-01","266.2","3.4"
"1948-01-01","266.2","3.5"
"1948-01-01","266.173","3.4"
"1948-01-01","266.173","3.5"
"1948-01-01","265.742","3.4"
"1948-01-01","265.742","3.5"
"1948-04-01","258.3","3.9"
"1948-04-01","258.3","4"
"1948-04-01","258.3","4.1"
"1948-04-01","258.3","4"
"1948-04-01","267.9","3.9"
"1948-04-01","267.9","4"
"1948-04-01","267.9","4.1"
"1948-04-01","267.9","4"
"1948-04-01","267.7","3.9"
"1948-04-01","267.7","4"
"1948-04-01","267.7","4.1"
"1948-04-01","267.7","4"
"1948-04-01","267.3","3.9"
"1948-04-01","267.3","4"
"1948-04-01","267.3","4.1"
"1948-04-01","267.3","4"
"1948-04-01","272.9","3.9"
"1948-04-01","272.9","4"
"1948-04-01","272.9","4.1"
"1948-04-01","272.9","4"
"1948-04-01","272.897","3.9"
"1948-04-01","272.897","4"
"1948-04-01","272.897","4.1"
"1948-04-01","272.897","4"
"1948-04-01","272.567","3.9"
"1948-04-01","272.567","4"
"1948-04-01","272.567","4.1"
"1948-04-01","272.567","4"
"1948-07-01","265.3","3.6"
"1948-07-01","265.3","3.7"
"1948-07-01","265.3","3.6"
"1948-07-01","265.3","3.7"
"1948-07-01","274.4","3.6"
"1948-07-01","274.4","3.7"
"1948-07-01","274.4","3.6"
"1948-07-01","274.4","3.7"
"1948-07-01","274.3","3.6"
"1948-07-01","274.3","3.7"
"1948-07-01","274.3","3.6"
"1948-07-01","274.3","3.7"
"1948-07-01","273.9","3.6"
"1948-07-01","273.9","3.7"
"1948-07-01","273.9","3.6"
"1948-07-01","273.9","3.7"
"1948-07-01","273.8","3.6"
"1948-07-01","273.8","3.7"
"1948-07-01","273.8","3.6"
"1948-07-01","273.8","3.7"
"1948-07-01","279.5","3.6"
"1948-07-01","279.5","3.7"
"1948-07-01","279.5","3.6"
"1948-07-01","279.5","3.7"
"1948-07-01","279.497","3.6"
"1948-07-01","279.497","3.7"
"1948-07-01","279.497","3.6"
"1948-07-01","279.497","3.7"
"1948-07-01","279.19599999999997","3.6"
"1948-07-01","279.19599999999997","3.7"
"1948-07-01","279.19599999999997","3.6"
"1948-07-01","279.19599999999997","3.7"
"1948-10-01","266.6","3.7"
"1948-10-01","266.6","3.6"
"1948-10-01","266.6","3.7"
"1948-10-01","275.8","3.7"
"1948-10-01","275.8","3.6"
"1948-10-01","275.8","3.7"
"1948-10-01","275.6","3.7"
"1948-10-01","275.6","3.6"
"1948-10-01","275.6","3.7"
"1948-10-01","275.2","3.7"
"1948-10-01","275.2","3.6"
"1948-10-01","275.2","3.7"
"1948-10-01","275.1","3.7"
"1948-10-01","275.1","3.6"
"1948-10-01","275.1","3.7"
"1948-10-01","280.7","3.7"
"1948-10-01","280.7","3.6"
"1948-10-01","280.7","3.7"
"1948-10-01","280.656","3.7"
"1948-10-01","280.656","3.6"
"1948-10-01","280.656","3.7"
"1948-10-01","280.366","3.7"
"1948-10-01","280.366","3.6"
"1948-10-01","280.366","3.7"
"1949-01-01","261.6","4.3"
"1949-01-01","261.6","4.4"
"1949-01-01","270.6","4.3"
"1949-01-01","270.6","4.4"
"1949-01-01","270.4","4.3"
"1949-01-01","270.4","4.4"
"1949-01-01","270","4.3"
"1949-01-01","270","4.4"
"1949-01-01","269.9","4.3"
"1949-01-01","269.9","4.4"
"1949-01-01","275.4","4.3"
"1949-01-01","275.4","4.4"
"1949-01-01","275.37","4.3"
"1949-01-01","275.37","4.4"
"1949-01-01","275.034","4.3"
"1949-01-01","275.034","4.4"
"1949-04-01","258.1","5.3"
"1949-04-01","258.1","5.4"
"1949-04-01","258.1","5.6"
"1949-04-01","258.1","5.4"
"1949-04-01","266.7","5.3"
"1949-04-01","266.7","5.4"
"1949-04-01","266.7","5.6"
"1949-04-01","266.7","5.4"
"1949-04-01","266.6","5.3"
"1949-04-01","266.6","5.4"
"1949-04-01","266.6","5.6"
"1949-04-01","266.6","5.4"
"1949-04-01","266.2","5.3"
"1949-04-01","266.2","5.4"
"1949-04-01","266.2","5.6"
"1949-04-01","266.2","5.4"
"1949-04-01","271.7","5.3"
"1949-04-01","271.7","5.4"
"1949-04-01","271.7","5.6"
"1949-04-01","271.7","5.4"
"1949-04-01","271.692","5.3"
"1949-04-01","271.692","5.4"
"1949-04-01","271.692","5.6"
"1949-04-01","271.692","5.4"
"1949-04-01","271.351","5.3"
"1949-04-01","271.351","5.4"
"1949-04-01","271.351","5.6"
"1949-04-01","271.351","5.4"
"1949-07-01","259.9","6.7"
"1949-07-01","259.9","6.6"
"1949-07-01","259.9","6.7"
"1949-07-01","259.9","6.5"
"1949-07-01","268.1","6.7"
"1949-07-01","268.1","6.6"
"1949-07-01","268.1","6.7"
"1949-07-01","268.1","6.5"
"1949-07-01","268","6.7"
"1949-07-01","268","6.6"
"1949-07-01","268","6.7"
"1949-07-01","268","6.5"
"1949-07-01","267.7","6.7"
"1949-07-01","267.7","6.6"
"1949-07-01","267.7","6.7"
"1949-07-01","267.7","6.5"
"1949-07-01","267.6","6.7"
"1949-07-01","267.6","6.6"
"1949-07-01","267.6","6.7"
"1949-07-01","267.6","6.5"
"1949-07-01","273.3","6.7"
"1949-07-01","273.3","6.6"
"1949-07-01","273.3","6.7"
"1949-07-01","273.3","6.5"
"1949-07-01","273.262","6.7"
"1949-07-01","273.262","6.6"
"1949-07-01","273.262","6.7"
"1949-07-01","273.262","6.5"
"1949-07-01","272.889","6.7"
"1949-07-01","272.889","6.6"
"1949-07-01","272.889","6.7"
"1949-07-01","272.889","6.5"
"1949-10-01","257.7","7.9"
"1949-10-01","257.7","7.6"
"1949-10-01","257.7","7.7"
"1949-10-01","257.7","7.8"
"1949-10-01","265.7","7.9"
"1949-10-01","265.7","7.6"
"1949-10-01","265.7","7.7"
"1949-10-01","265.7","7.8"
"1949-10-01","265.6","7.9"
"1949-10-01","265.6","7.6"
"1949-10-01","265.6","7.7"
"1949-10-01","265.6","7.8"
"1949-10-01","265.2","7.9"
"1949-10-01","265.2","7.6"
"1949-10-01","265.2","7.7"
"1949-10-01","265.2","7.8"
"1949-10-01","271","7.9"
"1949-10-01","271","7.6"
"1949-10-01","271","7.7"
"1949-10-01","271","7.8"
"1949-10-01","270.98400000000004","7.9"
"1949-10-01","270.98400000000004","7.6"
"1949-10-01","270.98400000000004","7.7"
"1949-10-01","270.98400000000004","7.8"
"1949-10-01","270.627","7.9"
"1949-10-01","270.627","7.6"
"1949-10-01","270.627","7.7"
"1949-10-01","270.627","7.8"
"1950-01-01","268.3","6.5"
"1950-01-01","268.3","6.6"
"1950-01-01","268.3","6.5"
"1950-01-01","268.3","6.6"
"1950-01-01","268.3","6.5"
"1950-01-01","268.3","6.6"
"1950-01-01","276","6.5"
"1950-01-01","276","6.6"
"1950-01-01","276","6.5"
"1950-01-01","276","6.6"
"1950-01-01","276","6.5"
"1950-01-01","276","6.6"
"1950-01-01","275.7","6.5"
"1950-01-01","275.7","6.6"
"1950-01-01","275.7","6.5"
"1950-01-01","275.7","6.6"
"1950-01-01","275.7","6.5"
"1950-01-01","275.7","6.6"
"1950-01-01","275.2","6.5"
"1950-01-01","275.2","6.6"
"1950-01-01","275.2","6.5"
"1950-01-01","275.2","6.6"
"1950-01-01","275.2","6.5"
"1950-01-01","275.2","6.6"
"1950-01-01","281.2","6.5"
"1950-01-01","281.2","6.6"
"1950-01-01","281.2","6.5"
"1950-01-01","281.2","6.6"
"1950-01-01","281.2","6.5"
"1950-01-01","281.2","6.6"
"1950-01-01","281.209","6.5"
"1950-01-01","281.209","6.6"
"1950-01-01","281.209","6.5"
"1950-01-01","281.209","6.6"
"1950-01-01","281.209","6.5"
"1950-01-01","281.209","6.6"
"1950-01-01","280.828","6.5"
"1950-01-01","280.828","6.6"
"1950-01-01","280.828","6.5"
"1950-01-01","280.828","6.6"
"1950-01-01","280.828","6.5"
"1950-01-01","280.828","6.6"
"1950-04-01","277.9","5.8"
"1950-04-01","277.9","6.1"
"1950-04-01","277.9","6"
"1950-04-01","277.9","5.9"
"1950-04-01","277.9","6"
"1950-04-01","285.3","5.8"
"1950-04-01","285.3","6.1"
"1950-04-01","285.3","6"
"1950-04-01","285.3","5.9"
"1950-04-01","285.3","6"
"1950-04-01","285.1","5.8"
"1950-04-01","285.1","6.1"
"1950-04-01","285.1","6"
"1950-04-01","285.1","5.9"
"1950-04-01","285.1","6"
"1950-04-01","284.6","5.8"
"1950-04-01","284.6","6.1"
"1950-04-01","284.6","6"
"1950-04-01","284.6","5.9"
"1950-04-01","284.6","6"
"1950-04-01","284.5","5.8"
"1950-04-01","284.5","6.1"
"1950-04-01","284.5","6"
"1950-04-01","284.5","5.9"
"1950-04-01","284.5","6"
"1950-04-01","290.7","5.8"
"1950-04-01","290.7","6.1"
"1950-04-01","290.7","6"
"1950-04-01","290.7","5.9"
"1950-04-01","290.7","6"
"1950-04-01","290.735","5.8"
"1950-04-01","290.735","6.1"
"1950-04-01","290.735","6"
"1950-04-01","290.735","5.9"
"1950-04-01","290.735","6"
"1950-04-01","290.383","5.8"
"1950-04-01","290.383","6.1"
"1950-04-01","290.383","6"
"1950-04-01","290.383","5.9"
"1950-04-01","290.383","6"
"1950-07-01","295.3","5"
"1950-07-01","295.3","5.1"
"1950-07-01","295.3","5"
"1950-07-01","302.8","5"
"1950-07-01","302.8","5.1"
"1950-07-01","302.8","5"
"1950-07-01","302.5","5"
"1950-07-01","302.5","5.1"
"1950-07-01","302.5","5"
"1950-07-01","302","5"
"1950-07-01","302","5.1"
"1950-07-01","302","5"
"1950-07-01","301.9","5"
"1950-07-01","301.9","5.1"
"1950-07-01","301.9","5"
"1950-07-01","308.5","5"
"1950-07-01","308.5","5.1"
"1950-07-01","308.5","5"
"1950-07-01","308.51","5"
"1950-07-01","308.51","5.1"
"1950-07-01","308.51","5"
"1950-07-01","308.153","5"
"1950-07-01","308.153","5.1"
"1950-07-01","308.153","5"
"1950-10-01","306.7","4.2"
"1950-10-01","306.7","4.1"
"1950-10-01","306.7","4.2"
"1950-10-01","314.4","4.2"
"1950-10-01","314.4","4.1"
"1950-10-01","314.4","4.2"
"1950-10-01","313.9","4.2"
"1950-10-01","313.9","4.1"
"1950-10-01","313.9","4.2"
"1950-10-01","313.4","4.2"
"1950-10-01","313.4","4.1"
"1950-10-01","313.4","4.2"
"1950-10-01","313.3","4.2"
"1950-10-01","313.3","4.1"
"1950-10-01","313.3","4.2"
"1950-10-01","320.3","4.2"
"1950-10-01","320.3","4.1"
"1950-10-01","320.3","4.2"
"1950-10-01","320.32","4.2"
"1950-10-01","320.32","4.1"
"1950-10-01","320.32","4.2"
"1950-10-01","319.945","4.2"
"1950-10-01","319.945","4.1"
"1950-10-01","319.945","4.2"
"1951-01-01","321.6","3.7"
"1951-01-01","329.5","3.7"
"1951-01-01","329.3","3.7"
"1951-01-01","329","3.7"
"1951-01-01","336.4","3.7"
"1951-01-01","336.37199999999996","3.7"
"1951-01-01","336","3.7"
"1951-04-01","329.1","3.1"
"1951-04-01","329.1","3.2"
"1951-04-01","337.1","3.1"
"1951-04-01","337.1","3.2"
"1951-04-01","336.9","3.1"
"1951-04-01","336.9","3.2"
"1951-04-01","336.7","3.1"
"1951-04-01","336.7","3.2"
"1951-04-01","336.6","3.1"
"1951-04-01","336.6","3.2"
"1951-04-01","344.5","3.1"
"1951-04-01","344.5","3.2"
"1951-04-01","344.455","3.1"
"1951-04-01","344.455","3.2"
"1951-04-01","344.09","3.1"
"1951-04-01","344.09","3.2"
"1951-07-01","335.8","3.1"
"1951-07-01","335.8","3.2"
"1951-07-01","344","3.1"
"1951-07-01","344","3.2"
"1951-07-01","343.7","3.1"
"1951-07-01","343.7","3.2"
"1951-07-01","343.6","3.1"
"1951-07-01","343.6","3.2"
"1951-07-01","343.5","3.1"
"1951-07-01","343.5","3.2"
"1951-07-01","351.8","3.1"
"1951-07-01","351.8","3.2"
"1951-07-01","351.774","3.1"
"1951-07-01","351.774","3.2"
"1951-07-01","351.385","3.1"
"1951-07-01","351.385","3.2"
"1951-10-01","340","3.5"
"1951-10-01","340","3.6"
"1951-10-01","340","3.5"
"1951-10-01","340","3.6"
"1951-10-01","348.4","3.5"
"1951-10-01","348.4","3.6"
"1951-10-01","348.4","3.5"
"1951-10-01","348.4","3.6"
"1951-10-01","348.1","3.5"
"1951-10-01","348.1","3.6"
"1951-10-01","348.1","3.5"
"1951-10-01","348.1","3.6"
"1951-10-01","348","3.5"
"1951-10-01","348","3.6"
"1951-10-01","348","3.5"
"1951-10-01","348","3.6"
"1951-10-01","347.9","3.5"
"1951-10-01","347.9","3.6"
"1951-10-01","347.9","3.5"
"1951-10-01","347.9","3.6"
"1951-10-01","356.6","3.5"
"1951-10-01","356.6","3.6"
"1951-10-01","356.6","3.5"
"1951-10-01","356.6","3.6"
"1951-10-01","356.579","3.5"
"1951-10-01","356.579","3.6"
"1951-10-01","356.579","3.5"
"1951-10-01","356.579","3.6"
"1951-10-01","356.17800000000005","3.5"
"1951-10-01","356.17800000000005","3.6"
"1951-10-01","356.17800000000005","3.5"
"1951-10-01","356.17800000000005","3.6"
"1952-01-01","343.2","3.2"
"1952-01-01","343.2","3.1"
"1952-01-01","343.2","3.2"
"1952-01-01","343.2","3.1"
"1952-01-01","351.7","3.2"
"1952-01-01","351.7","3.1"
"1952-01-01","351.7","3.2"
"1952-01-01","351.7","3.1"
"1952-01-01","351.5","3.2"
"1952-01-01","351.5","3.1"
"1952-01-01","351.5","3.2"
"1952-01-01","351.5","3.1"
"1952-01-01","351.3","3.2"
"1952-01-01","351.3","3.1"
"1952-01-01","351.3","3.2"
"1952-01-01","351.3","3.1"
"1952-01-01","351.2","3.2"
"1952-01-01","351.2","3.1"
"1952-01-01","351.2","3.2"
"1952-01-01","351.2","3.1"
"1952-01-01","360.2","3.2"
"1952-01-01","360.2","3.1"
"1952-01-01","360.2","3.2"
"1952-01-01","360.2","3.1"
"1952-01-01","360.195","3.2"
"1952-01-01","360.195","3.1"
"1952-01-01","360.195","3.2"
"1952-01-01","360.195","3.1"
"1952-01-01","359.82","3.2"
"1952-01-01","359.82","3.1"
"1952-01-01","359.82","3.2"
"1952-01-01","359.82","3.1"
"1952-04-01","343.7","2.9"
"1952-04-01","343.7","3"
"1952-04-01","352.5","2.9"
"1952-04-01","352.5","3"
"1952-04-01","352.4","2.9"
"1952-04-01","352.4","3"
"1952-04-01","352.2","2.9"
"1952-04-01","352.2","3"
"1952-04-01","352.1","2.9"
"1952-04-01","352.1","3"
"1952-04-01","361.4","2.9"
"1952-04-01","361.4","3"
"1952-04-01","361.414","2.9"
"1952-04-01","361.414","3"
"1952-04-01","361.03","2.9"
"1952-04-01","361.03","3"
"1952-07-01","349.6","3.2"
"1952-07-01","349.6","3.3"
"1952-07-01","358.7","3.2"
"1952-07-01","358.7","3.3"
"1952-07-01","358.8","3.2"
"1952-07-01","358.8","3.3"
"1952-07-01","358.5","3.2"
"1952-07-01","358.5","3.3"
"1952-07-01","368.1","3.2"
"1952-07-01","368.1","3.3"
"1952-07-01","368.084","3.2"
"1952-07-01","368.084","3.3"
"1952-07-01","367.70099999999996","3.2"
"1952-07-01","367.70099999999996","3.3"
"1952-10-01","362.2","3"
"1952-10-01","371.4","3"
"1952-10-01","371.8","3"
"1952-10-01","371.4","3"
"1952-10-01","381.2","3"
"1952-10-01","381.241","3"
"1952-10-01","380.81199999999995","3"
"1953-01-01","369","2.9"
"1953-01-01","378.5","2.9"
"1953-01-01","378.9","2.9"
"1953-01-01","378.4","2.9"
"1953-01-01","388.5","2.9"
"1953-01-01","388.472","2.9"
"1953-01-01","387.98","2.9"
"1953-04-01","372.4","2.7"
"1953-04-01","372.4","2.8"
"1953-04-01","372.4","2.7"
"1953-04-01","382.1","2.7"
"1953-04-01","382.1","2.8"
"1953-04-01","382.1","2.7"
"1953-04-01","382.5","2.7"
"1953-04-01","382.5","2.8"
"1953-04-01","382.5","2.7"
"1953-04-01","382","2.7"
"1953-04-01","382","2.8"
"1953-04-01","382","2.7"
"1953-04-01","392.3","2.7"
"1953-04-01","392.3","2.8"
"1953-04-01","392.3","2.7"
"1953-04-01","392.259","2.7"
"1953-04-01","392.259","2.8"
"1953-04-01","392.259","2.7"
"1953-04-01","391.749","2.7"
"1953-04-01","391.749","2.8"
"1953-04-01","391.749","2.7"
"1953-07-01","371.8","2.6"
"1953-07-01","371.8","2.7"
"1953-07-01","381.6","2.6"
"1953-07-01","381.6","2.7"
"1953-07-01","381.7","2.6"
"1953-07-01","381.7","2.7"
"1953-07-01","381.1","2.6"
"1953-07-01","381.1","2.7"
"1953-07-01","391.7","2.6"
"1953-07-01","391.7","2.7"
"1953-07-01","391.69599999999997","2.6"
"1953-07-01","391.69599999999997","2.7"
"1953-07-01","391.171","2.6"
"1953-07-01","391.171","2.7"
"1953-10-01","366.8","3.1"
"1953-10-01","366.8","3.2"
"1953-10-01","366.8","3.1"
"1953-10-01","376.6","3.1"
"1953-10-01","376.6","3.2"
"1953-10-01","376.6","3.1"
"1953-10-01","376.6","3.1"
"1953-10-01","376.6","3.2"
"1953-10-01","376.6","3.1"
"1953-10-01","375.9","3.1"
"1953-10-01","375.9","3.2"
"1953-10-01","375.9","3.1"
"1953-10-01","386.5","3.1"
"1953-10-01","386.5","3.2"
"1953-10-01","386.5","3.1"
"1953-10-01","386.52099999999996","3.1"
"1953-10-01","386.52099999999996","3.2"
"1953-10-01","386.52099999999996","3.1"
"1953-10-01","385.97","3.1"
"1953-10-01","385.97","3.2"
"1953-10-01","385.97","3.1"
"1954-01-01","366.3","4.9"
"1954-01-01","366.3","4.8"
"1954-01-01","376.4","4.9"
"1954-01-01","376.4","4.8"
"1954-01-01","376","4.9"
"1954-01-01","376","4.8"
"1954-01-01","375.3","4.9"
"1954-01-01","375.3","4.8"
"1954-01-01","375.2","4.9"
"1954-01-01","375.2","4.8"
"1954-01-01","385.9","4.9"
"1954-01-01","385.9","4.8"
"1954-01-01","385.92400000000004","4.9"
"1954-01-01","385.92400000000004","4.8"
"1954-01-01","385.345","4.9"
"1954-01-01","385.345","4.8"
"1954-04-01","366.6","5.9"
"1954-04-01","366.6","5.8"
"1954-04-01","366.6","5.9"
"1954-04-01","366.6","5.8"
"1954-04-01","366.6","5.7"
"1954-04-01","366.6","5.8"
"1954-04-01","376.9","5.9"
"1954-04-01","376.9","5.8"
"1954-04-01","376.9","5.9"
"1954-04-01","376.9","5.8"
"1954-04-01","376.9","5.7"
"1954-04-01","376.9","5.8"
"1954-04-01","376.7","5.9"
"1954-04-01","376.7","5.8"
"1954-04-01","376.7","5.9"
"1954-04-01","376.7","5.8"
"1954-04-01","376.7","5.7"
"1954-04-01","376.7","5.8"
"1954-04-01","376","5.9"
"1954-04-01","376","5.8"
"1954-04-01","376","5.9"
"1954-04-01","376","5.8"
"1954-04-01","376","5.7"
"1954-04-01","376","5.8"
"1954-04-01","386.7","5.9"
"1954-04-01","386.7","5.8"
"1954-04-01","386.7","5.9"
"1954-04-01","386.7","5.8"
"1954-04-01","386.7","5.7"
"1954-04-01","386.7","5.8"
"1954-04-01","386.716","5.9"
"1954-04-01","386.716","5.8"
"1954-04-01","386.716","5.9"
"1954-04-01","386.716","5.8"
"1954-04-01","386.716","5.7"
"1954-04-01","386.716","5.8"
"1954-04-01","386.121","5.9"
"1954-04-01","386.121","5.8"
"1954-04-01","386.121","5.9"
"1954-04-01","386.121","5.8"
"1954-04-01","386.121","5.7"
"1954-04-01","386.121","5.8"
"1954-07-01","371.2","5.8"
"1954-07-01","371.2","5.7"
"1954-07-01","381.7","5.8"
"1954-07-01","381.7","5.7"
"1954-07-01","381.5","5.8"
"1954-07-01","381.5","5.7"
"1954-07-01","380.8","5.8"
"1954-07-01","380.8","5.7"
"1954-07-01","391.6","5.8"
"1954-07-01","391.6","5.7"
"1954-07-01","391.596","5.8"
"1954-07-01","391.596","5.7"
"1954-07-01","390.996","5.8"
"1954-07-01","390.996","5.7"
"1954-10-01","379.4","5.7"
"1954-10-01","379.4","5.8"
"1954-10-01","379.4","5.9"
"1954-10-01","379.4","5.8"
"1954-10-01","390.1","5.7"
"1954-10-01","390.1","5.8"
"1954-10-01","390.1","5.9"
"1954-10-01","390.1","5.8"
"1954-10-01","390.1","5.7"
"1954-10-01","390.1","5.8"
"1954-10-01","390.1","5.9"
"1954-10-01","390.1","5.8"
"1954-10-01","389.5","5.7"
"1954-10-01","389.5","5.8"
"1954-10-01","389.5","5.9"
"1954-10-01","389.5","5.8"
"1954-10-01","389.4","5.7"
"1954-10-01","389.4","5.8"
"1954-10-01","389.4","5.9"
"1954-10-01","389.4","5.8"
"1954-10-01","400.3","5.7"
"1954-10-01","400.3","5.8"
"1954-10-01","400.3","5.9"
"1954-10-01","400.3","5.8"
"1954-10-01","400.348","5.7"
"1954-10-01","400.348","5.8"
"1954-10-01","400.348","5.9"
"1954-10-01","400.348","5.8"
"1954-10-01","399.73400000000004","5.7"
"1954-10-01","399.73400000000004","5.8"
"1954-10-01","399.73400000000004","5.9"
"1954-10-01","399.73400000000004","5.8"
"1955-01-01","392.3","4.9"
"1955-01-01","392.3","5"
"1955-01-01","392.3","4.9"
"1955-01-01","402.9","4.9"
"1955-01-01","402.9","5"
"1955-01-01","402.9","4.9"
"1955-01-01","403.1","4.9"
"1955-01-01","403.1","5"
"1955-01-01","403.1","4.9"
"1955-01-01","402.6","4.9"
"1955-01-01","402.6","5"
"1955-01-01","402.6","4.9"
"1955-01-01","413.8","4.9"
"1955-01-01","413.8","5"
"1955-01-01","413.8","4.9"
"1955-01-01","413.75300000000004","4.9"
"1955-01-01","413.75300000000004","5"
"1955-01-01","413.75300000000004","4.9"
"1955-01-01","413.07300000000004","4.9"
"1955-01-01","413.07300000000004","5"
"1955-01-01","413.07300000000004","4.9"
"1955-04-01","400.6","4.7"
"1955-04-01","400.6","4.6"
"1955-04-01","400.6","4.7"
"1955-04-01","411.3","4.7"
"1955-04-01","411.3","4.6"
"1955-04-01","411.3","4.7"
"1955-04-01","411.4","4.7"
"1955-04-01","411.4","4.6"
"1955-04-01","411.4","4.7"
"1955-04-01","410.9","4.7"
"1955-04-01","410.9","4.6"
"1955-04-01","410.9","4.7"
"1955-04-01","422.2","4.7"
"1955-04-01","422.2","4.6"
"1955-04-01","422.2","4.7"
"1955-04-01","422.226","4.7"
"1955-04-01","422.226","4.6"
"1955-04-01","422.226","4.7"
"1955-04-01","421.532","4.7"
"1955-04-01","421.532","4.6"
"1955-04-01","421.532","4.7"
"1955-07-01","408.9","4"
"1955-07-01","408.9","4.1"
"1955-07-01","419.8","4"
"1955-07-01","419.8","4.1"
"1955-07-01","419.9","4"
"1955-07-01","419.9","4.1"
"1955-07-01","419.5","4"
"1955-07-01","419.5","4.1"
"1955-07-01","419.4","4"
"1955-07-01","419.4","4.1"
"1955-07-01","430.9","4"
"1955-07-01","430.9","4.1"
"1955-07-01","430.925","4"
"1955-07-01","430.925","4.1"
"1955-07-01","430.221","4"
"1955-07-01","430.221","4.1"
"1955-10-01","415.2","4.3"
"1955-10-01","415.2","4.4"
"1955-10-01","426.4","4.3"
"1955-10-01","426.4","4.4"
"1955-10-01","426.4","4.3"
"1955-10-01","426.4","4.4"
"1955-10-01","426","4.3"
"1955-10-01","426","4.4"
"1955-10-01","437.8","4.3"
"1955-10-01","437.8","4.4"
"1955-10-01","437.787","4.3"
"1955-10-01","437.787","4.4"
"1955-10-01","437.092","4.3"
"1955-10-01","437.092","4.4"
"1956-01-01","417.6","4"
"1956-01-01","429","4"
"1956-01-01","428.8","4"
"1956-01-01","428.3","4"
"1956-01-01","440.5","4"
"1956-01-01","440.491","4"
"1956-01-01","439.746","4"
"1956-04-01","423.1","4"
"1956-04-01","434.7","4"
"1956-04-01","434.7","4"
"1956-04-01","434.2","4"
"1956-04-01","446.8","4"
"1956-04-01","446.77099999999996","4"
"1956-04-01","446.01","4"
"1956-07-01","427.8","4.4"
"1956-07-01","427.8","4.5"
"1956-07-01","427.8","4.4"
"1956-07-01","439.6","4.4"
"1956-07-01","439.6","4.5"
"1956-07-01","439.6","4.4"
"1956-07-01","439.7","4.4"
"1956-07-01","439.7","4.5"
"1956-07-01","439.7","4.4"
"1956-07-01","439.3","4.4"
"1956-07-01","439.3","4.5"
"1956-07-01","439.3","4.4"
"1956-07-01","439.2","4.4"
"1956-07-01","439.2","4.5"
"1956-07-01","439.2","4.4"
"1956-07-01","452","4.4"
"1956-07-01","452","4.5"
"1956-07-01","452","4.4"
"1956-07-01","451.983","4.4"
"1956-07-01","451.983","4.5"
"1956-07-01","451.983","4.4"
"1956-07-01","451.191","4.4"
"1956-07-01","451.191","4.5"
"1956-07-01","451.191","4.4"
"1956-10-01","436.5","3.9"
"1956-10-01","436.5","4"
"1956-10-01","448.5","3.9"
"1956-10-01","448.5","4"
"1956-10-01","448.6","3.9"
"1956-10-01","448.6","4"
"1956-10-01","448.1","3.9"
"1956-10-01","448.1","4"
"1956-10-01","461.3","3.9"
"1956-10-01","461.3","4"
"1956-10-01","461.278","3.9"
"1956-10-01","461.278","4"
"1956-10-01","460.463","3.9"
"1956-10-01","460.463","4"
"1957-01-01","444.9","4.2"
"1957-01-01","444.9","4.3"
"1957-01-01","444.9","4.2"
"1957-01-01","457.2","4.2"
"1957-01-01","457.2","4.3"
"1957-01-01","457.2","4.2"
"1957-01-01","457.6","4.2"
"1957-01-01","457.6","4.3"
"1957-01-01","457.6","4.2"
"1957-01-01","457.2","4.2"
"1957-01-01","457.2","4.3"
"1957-01-01","457.2","4.2"
"1957-01-01","470.6","4.2"
"1957-01-01","470.6","4.3"
"1957-01-01","470.6","4.2"
"1957-01-01","470.57800000000003","4.2"
"1957-01-01","470.57800000000003","4.3"
"1957-01-01","470.57800000000003","4.2"
"1957-01-01","469.779","4.2"
"1957-01-01","469.779","4.3"
"1957-01-01","469.779","4.2"
"1957-04-01","446.6","3.9"
"1957-04-01","446.6","4"
"1957-04-01","446.6","3.9"
"1957-04-01","459","3.9"
"1957-04-01","459","4"
"1957-04-01","459","3.9"
"1957-04-01","459.6","3.9"
"1957-04-01","459.6","4"
"1957-04-01","459.6","3.9"
"1957-04-01","459.2","3.9"
"1957-04-01","459.2","4"
"1957-04-01","459.2","3.9"
"1957-04-01","472.8","3.9"
"1957-04-01","472.8","4"
"1957-04-01","472.8","3.9"
"1957-04-01","472.835","3.9"
"1957-04-01","472.835","4"
"1957-04-01","472.835","3.9"
"1957-04-01","472.025","3.9"
"1957-04-01","472.025","4"
"1957-04-01","472.025","3.9"
"1957-07-01","453.9","4.2"
"1957-07-01","466.4","4.2"
"1957-07-01","466.8","4.2"
"1957-07-01","466.4","4.2"
"1957-07-01","480.3","4.2"
"1957-07-01","480.315","4.2"
"1957-07-01","479.49","4.2"
"1957-10-01","449","4.5"
"1957-10-01","449","4.6"
"1957-10-01","449","4.7"
"1957-10-01","461.6","4.5"
"1957-10-01","461.6","4.6"
"1957-10-01","461.6","4.7"
"1957-10-01","462","4.5"
"1957-10-01","462","4.6"
"1957-10-01","462","4.7"
"1957-10-01","461.5","4.5"
"1957-10-01","461.5","4.6"
"1957-10-01","461.5","4.7"
"1957-10-01","475.7","4.5"
"1957-10-01","475.7","4.6"
"1957-10-01","475.7","4.7"
"1957-10-01","475.681","4.5"
"1957-10-01","475.681","4.6"
"1957-10-01","475.681","4.7"
