,realtime_start,date,gdp_value
1538,1999-10-29,1986-04-01,4415.2
1539,2003-12-10,1986-04-01,4425.7
1540,2009-07-31,1986-04-01,4423.2
1541,2013-07-31,1986-04-01,4555.2
1542,2017-10-27,1986-04-01,4555.245
1543,2018-07-27,1986-04-01,4545.34
1544,1991-12-04,1986-07-01,4290.2
1545,1996-01-19,1986-07-01,4442.4
1546,1997-05-07,1986-07-01,4443.3
1548,1999-10-29,1986-07-01,4483.4
1549,2003-12-10,1986-07-01,4493.9
1550,2009-07-31,1986-07-01,4491.3
1551,2013-07-31,1986-07-01,4619.6
1552,2017-10-27,1986-07-01,4619.627
1553,2018-07-27,1986-07-01,4607.669
1554,1991-12-04,1986-10-01,4336.6
1555,1996-01-19,1986-10-01,4501.4
1556,1997-05-07,1986-10-01,4501.7
1558,1999-10-29,1986-10-01,4537.5
1559,2003-12-10,1986-10-01,4546.1
1560,2009-07-31,1986-10-01,4543.3
1561,2013-07-31,1986-10-01,4669.4
1562,2017-10-27,1986-10-01,4669.396
1563,2018-07-27,1986-10-01,4657.627
1564,1991-12-04,1987-01-01,4408.3
1565,1996-01-19,1987-01-01,4565.6
1566,1997-05-07,1987-01-01,4565.7
1568,1999-10-29,1987-01-01,4612.3
1569,2003-12-10,1987-01-01,4613.8
1570,2009-07-31,1987-01-01,4611.1
1571,2013-07-31,1987-01-01,4736.2
1572,2017-10-27,1987-01-01,4736.231
1573,2018-07-27,1987-01-01,4722.156
1574,1991-12-04,1987-04-01,4494.9
1575,1996-01-19,1987-04-01,4644.9
1576,1997-05-07,1987-04-01,4645.1
1578,1999-10-29,1987-04-01,4695.8
1579,2003-12-10,1987-04-01,4690.0
1580,2009-07-31,1987-04-01,4686.7
1581,2013-07-31,1987-04-01,4821.4
1582,2014-07-30,1987-04-01,4821.5
1583,2017-10-27,1987-04-01,4821.459
1584,2018-07-27,1987-04-01,4806.16
1585,1991-12-04,1987-07-01,4573.5
1586,1996-01-19,1987-07-01,4722.6
1588,1999-10-29,1987-07-01,4770.2
1589,2003-12-10,1987-07-01,4767.8
1590,2009-07-31,1987-07-01,4764.5
1591,2013-07-31,1987-07-01,4900.5
1592,2017-10-27,1987-07-01,4900.509
1593,2018-07-27,1987-07-01,4884.555
1594,1991-12-04,1987-10-01,4683.0
1595,1996-01-19,1987-10-01,4836.2
1596,1997-05-07,1987-10-01,4835.9
1598,1999-10-29,1987-10-01,4891.6
1599,2003-12-10,1987-10-01,4886.3
1600,2009-07-31,1987-10-01,4883.1
1601,2013-07-31,1987-10-01,5022.7
1602,2017-10-27,1987-10-01,5022.67
1603,2018-07-27,1987-10-01,5007.994000000001
1604,1991-12-04,1988-01-01,4752.4
1605,1996-01-19,1988-01-01,4898.5
1606,1997-05-07,1988-01-01,4898.2
1608,1999-10-29,1988-01-01,4957.0
1609,2003-12-10,1988-01-01,4951.9
1610,2009-07-31,1988-01-01,4948.6
1611,2013-07-31,1988-01-01,5090.6
1612,2017-10-27,1988-01-01,5090.615
1613,2018-07-27,1988-01-01,5073.372
1614,1991-12-04,1988-04-01,4857.2
1615,1996-01-19,1988-04-01,5000.5
1616,1997-05-07,1988-04-01,5000.4
1618,1999-10-29,1988-04-01,5066.5
1619,2003-12-10,1988-04-01,5062.8
1620,2009-07-31,1988-04-01,5059.3
1621,2013-07-31,1988-04-01,5207.7
1622,2017-10-27,1988-04-01,5207.707
1623,2018-07-27,1988-04-01,5190.036
1624,1991-12-04,1988-07-01,4947.3
1625,1996-01-19,1988-07-01,5094.5
1627,1999-10-29,1988-07-01,5151.5
1628,2003-12-10,1988-07-01,5146.6
1629,2009-07-31,1988-07-01,5142.8
1630,2013-07-31,1988-07-01,5299.5
1631,2017-10-27,1988-07-01,5299.486
1632,2018-07-27,1988-07-01,5282.835
1633,1991-12-04,1988-10-01,5044.6
1634,1996-01-19,1988-10-01,5204.9
1635,1997-05-07,1988-10-01,5205.3
1637,1999-10-29,1988-10-01,5258.3
1638,2003-12-10,1988-10-01,5253.7
1639,2009-07-31,1988-10-01,5251.0
1640,2013-07-31,1988-10-01,5412.7
1641,2017-10-27,1988-10-01,5412.713000000001
1642,2018-07-27,1988-10-01,5399.509
1643,1991-12-04,1989-01-01,5139.9
1644,1992-07-30,1989-01-01,5150.0
1645,1996-01-19,1989-01-01,5316.9
1646,1997-05-07,1989-01-01,5316.8
1648,1999-10-29,1989-01-01,5379.0
1649,2003-12-10,1989-01-01,5367.1
1650,2009-07-31,1989-01-01,5360.3
1651,2013-07-31,1989-01-01,5527.3
1652,2014-07-30,1989-01-01,5527.4
1653,2017-10-27,1989-01-01,5527.352
1654,2018-07-27,1989-01-01,5511.253000000001
1655,1991-12-04,1989-04-01,5218.5
1656,1992-07-30,1989-04-01,5229.5
1657,1996-01-19,1989-04-01,5413.1
1658,1997-05-07,1989-04-01,5413.2
1660,1999-10-29,1989-04-01,5461.7
1661,2003-12-10,1989-04-01,5454.1
1662,2009-07-31,1989-04-01,5453.6
1663,2013-07-31,1989-04-01,5628.4
1664,2017-10-27,1989-04-01,5628.429
1665,2018-07-27,1989-04-01,5612.463000000001
1666,1991-12-04,1989-07-01,5277.3
1667,1992-07-30,1989-07-01,5278.9
1668,1996-01-19,1989-07-01,5486.8
1669,1997-05-07,1989-07-01,5486.9
1671,1999-10-29,1989-07-01,5527.5
1672,2003-12-10,1989-07-01,5531.9
1673,2009-07-31,1989-07-01,5532.9
1674,2013-07-31,1989-07-01,5711.5
1675,2014-07-30,1989-07-01,5711.6
1676,2017-10-27,1989-07-01,5711.556
1677,2018-07-27,1989-07-01,5695.365
1678,1991-12-04,1989-10-01,5340.4
1679,1992-07-30,1989-10-01,5344.8
1680,1996-01-19,1989-10-01,5537.9
1681,1997-05-07,1989-10-01,5537.8
1683,1999-10-29,1989-10-01,5588.0
1684,2003-12-10,1989-10-01,5584.3
1685,2009-07-31,1989-10-01,5581.7
1686,2013-07-31,1989-10-01,5763.4
1687,2017-10-27,1989-10-01,5763.444
1688,2018-07-27,1989-10-01,5747.236999999999
1689,1991-12-04,1990-01-01,5422.4
1690,1992-07-30,1990-01-01,5445.2
1691,1993-08-31,1990-01-01,5461.9
1692,1996-01-19,1990-01-01,5660.4
1693,1997-05-07,1990-01-01,5660.6
1695,1999-10-29,1990-01-01,5720.8
1696,2003-12-10,1990-01-01,5716.4
1697,2009-07-31,1990-01-01,5708.1
1698,2013-07-31,1990-01-01,5890.8
1699,2017-10-27,1990-01-01,5890.835
1700,2018-07-27,1990-01-01,5872.701
1701,1991-12-04,1990-04-01,5504.7
1702,1992-07-30,1990-04-01,5522.6
1703,1993-08-31,1990-04-01,5540.9
1704,1996-01-19,1990-04-01,5751.0
1705,1997-05-07,1990-04-01,5750.8
1707,1999-10-29,1990-04-01,5800.0
1708,2003-12-10,1990-04-01,5797.7
1709,2009-07-31,1990-04-01,5797.4
1710,2013-07-31,1990-04-01,5974.6
1711,2014-07-30,1990-04-01,5974.7
1712,2017-10-27,1990-04-01,5974.665
1713,2018-07-27,1990-04-01,5960.028
1714,1991-12-04,1990-07-01,5570.5
1715,1992-07-30,1990-07-01,5559.6
1716,1993-08-31,1990-07-01,5583.8
1717,1996-01-19,1990-07-01,5782.4
1718,1997-05-07,1990-07-01,5782.2
1720,1999-10-29,1990-07-01,5844.9
1721,2003-12-10,1990-07-01,5849.4
1722,2009-07-31,1990-07-01,5850.6
1723,2013-07-31,1990-07-01,6029.5
1724,2017-10-27,1990-07-01,6029.504
1725,2018-07-27,1990-07-01,6015.116
1726,1991-12-04,1990-10-01,5557.5
1727,1992-07-30,1990-10-01,5561.3
1728,1993-08-31,1990-10-01,5597.9
1729,1996-01-19,1990-10-01,5781.5
1730,1997-05-07,1990-10-01,5781.7
1732,1999-10-29,1990-10-01,5847.3
1733,2003-12-10,1990-10-01,5848.8
1734,2009-07-31,1990-10-01,5846.0
1735,2013-07-31,1990-10-01,6023.3
1736,2017-10-27,1990-10-01,6023.331999999999
1737,2018-07-27,1990-10-01,6004.733
1738,1991-12-04,1991-01-01,5589.0
1739,1992-07-30,1991-01-01,5585.8
1740,1993-08-31,1991-01-01,5631.7
1741,1994-07-29,1991-01-01,5636.8
1742,1996-01-19,1991-01-01,5822.1
1743,1997-05-07,1991-01-01,5821.9
1745,1999-10-29,1991-01-01,5886.3
1746,2003-12-10,1991-01-01,5888.0
1747,2009-07-31,1991-01-01,5880.2
1748,2013-07-31,1991-01-01,6054.8
1749,2014-07-30,1991-01-01,6054.9
1750,2017-10-27,1991-01-01,6054.866999999999
1751,2018-07-27,1991-01-01,6035.178000000001
1752,1991-12-04,1991-04-01,5652.6
1753,1992-07-30,1991-04-01,5657.6
1754,1993-08-31,1991-04-01,5697.7
1755,1994-07-29,1991-04-01,5705.9
1756,1996-01-19,1991-04-01,5892.3
1757,1997-05-07,1991-04-01,5892.5
1759,1999-10-29,1991-04-01,5962.0
1760,2003-12-10,1991-04-01,5964.3
1761,2009-07-31,1991-04-01,5962.0
1762,2013-07-31,1991-04-01,6143.6
1763,2017-10-27,1991-04-01,6143.611999999999
1764,2018-07-27,1991-04-01,6126.861999999999
1765,1991-12-04,1991-07-01,5707.4
1766,1991-12-20,1991-07-01,5709.2
1767,1992-07-30,1991-07-01,5713.1
1768,1993-08-31,1991-07-01,5758.6
1769,1994-07-29,1991-07-01,5759.9
1770,1996-01-19,1991-07-01,5950.0
1771,1997-05-07,1991-07-01,5950.2
1773,1999-10-29,1991-07-01,6015.9
1774,2003-12-10,1991-07-01,6035.6
1775,2009-07-31,1991-07-01,6033.7
1776,2013-07-31,1991-07-01,6218.4
1777,2017-10-27,1991-07-01,6218.425
1778,2018-07-27,1991-07-01,6205.937
1779,1992-01-29,1991-10-01,5736.6
1780,1992-02-28,1991-10-01,5746.7
1781,1992-03-26,1991-10-01,5739.7
1782,1992-07-30,1991-10-01,5753.3
1783,1993-08-31,1991-10-01,5803.7
1784,1994-07-29,1991-10-01,5796.6
1785,1996-01-19,1991-10-01,6002.3
1786,1997-05-07,1991-10-01,6002.1
1788,1999-10-29,1991-10-01,6080.7
1789,2003-12-10,1991-10-01,6095.8
1790,2009-07-31,1991-10-01,6092.5
1791,2013-07-31,1991-10-01,6279.3
1792,2017-10-27,1991-10-01,6279.295999999999
1793,2018-07-27,1991-10-01,6264.54
1794,1992-04-28,1992-01-01,5809.3
1795,1992-05-29,1992-01-01,5817.5
1796,1992-06-25,1992-01-01,5820.6
1797,1992-07-30,1992-01-01,5840.2
1798,1993-08-31,1992-01-01,5908.7
1799,1994-07-29,1992-01-01,5896.8
1800,1996-01-19,1992-01-01,6121.8
1802,1999-10-29,1992-01-01,6183.6
1803,2003-12-10,1992-01-01,6196.1
1804,2009-07-31,1992-01-01,6190.7
1805,2013-07-31,1992-01-01,6380.8
1806,2017-10-27,1992-01-01,6380.798000000001
1807,2018-07-27,1992-01-01,6363.102
1808,1992-07-30,1992-04-01,5893.6
1809,1992-08-27,1992-04-01,5898.6
1810,1992-09-24,1992-04-01,5902.2
1811,1993-08-31,1992-04-01,5991.4
1812,1994-07-29,1992-04-01,5971.3
1813,1996-01-19,1992-04-01,6201.2
1815,1999-10-29,1992-04-01,6276.6
1816,2003-12-10,1992-04-01,6290.1
1817,2009-07-31,1992-04-01,6295.2
1818,2013-07-31,1992-04-01,6492.3
1819,2017-10-27,1992-04-01,6492.299
1820,2018-07-27,1992-04-01,6470.763000000001
1821,1992-10-27,1992-07-01,5967.1
1822,1992-11-25,1992-07-01,5982.5
1823,1992-12-22,1992-07-01,5978.5
1824,1993-08-31,1992-07-01,6059.5
1825,1994-07-29,1992-07-01,6043.6
1826,1996-01-19,1992-07-01,6271.7
1828,1999-10-29,1992-07-01,6345.8
1829,2003-12-10,1992-07-01,6380.5
1830,2009-07-31,1992-07-01,6389.7
1831,2013-07-31,1992-07-01,6586.5
1832,2017-10-27,1992-07-01,6586.548000000001
1833,2018-07-27,1992-07-01,6566.641
1834,1993-01-28,1992-10-01,6061.9
1835,1993-02-26,1992-10-01,6082.1
1836,1993-03-26,1992-10-01,6081.8
1837,1993-08-31,1992-10-01,6194.4
1838,1994-07-29,1992-10-01,6169.3
1839,1996-01-19,1992-10-01,6383.0
1840,1997-05-07,1992-10-01,6383.1
1842,1999-10-29,1992-10-01,6469.8
1843,2003-12-10,1992-10-01,6484.3
1844,2009-07-31,1992-10-01,6493.6
1845,2013-07-31,1992-10-01,6697.5
1846,2014-07-30,1992-10-01,6697.6
1847,2017-10-27,1992-10-01,6697.553000000001
1848,2018-07-27,1992-10-01,6680.803000000001
1849,1993-04-29,1993-01-01,6158.8
1850,1993-05-28,1993-01-01,6148.0
1851,1993-06-23,1993-01-01,6145.8
1852,1993-08-31,1993-01-01,6261.6
1853,1994-07-29,1993-01-01,6235.9
1854,1996-01-19,1993-01-01,6442.8
1855,1996-08-01,1993-01-01,6442.6
1856,1997-07-31,1993-01-01,6444.5
1858,1999-10-29,1993-01-01,6521.6
1859,2003-12-10,1993-01-01,6542.7
1860,2009-07-31,1993-01-01,6544.5
1861,2013-07-31,1993-01-01,6748.2
1862,2017-10-27,1993-01-01,6748.182
1863,2018-07-27,1993-01-01,6729.459
1864,1993-07-29,1993-04-01,6206.9
1865,1993-08-31,1993-04-01,6325.7
1866,1993-09-29,1993-04-01,6327.6
1867,1994-07-29,1993-04-01,6299.9
1868,1996-01-19,1993-04-01,6503.2
1869,1996-08-01,1993-04-01,6506.2
1870,1997-07-31,1993-04-01,6509.1
1872,1999-10-29,1993-04-01,6596.7
1873,2003-12-10,1993-04-01,6612.1
1874,2009-07-31,1993-04-01,6622.7
1875,2013-07-31,1993-04-01,6829.6
1876,2017-10-27,1993-04-01,6829.594
1877,2018-07-27,1993-04-01,6808.939
1878,1993-10-28,1993-07-01,6396.3
1879,1993-12-01,1993-07-01,6394.6
1880,1993-12-22,1993-07-01,6395.9
1881,1994-07-29,1993-07-01,6359.2
1882,1996-01-19,1993-07-01,6571.3
1883,1996-08-01,1993-07-01,6574.4
1884,1997-05-07,1993-07-01,6574.3
1885,1997-07-31,1993-07-01,6574.6
1887,1999-10-29,1993-07-01,6655.5
1888,2003-12-10,1993-07-01,6674.6
1889,2009-07-31,1993-07-01,6688.3
1890,2013-07-31,1993-07-01,6904.2
1891,2017-10-27,1993-07-01,6904.222
1892,2018-07-27,1993-07-01,6882.098000000001
1893,1994-01-28,1993-10-01,6510.8
1894,1994-03-01,1993-10-01,6532.4
1895,1994-03-31,1993-10-01,6526.5
1896,1994-07-29,1993-10-01,6478.1
1897,1996-01-19,1993-10-01,6683.7
1898,1996-08-01,1993-10-01,6688.6
1899,1997-05-07,1993-10-01,6688.7
1900,1997-07-31,1993-10-01,6704.2
1902,1999-10-29,1993-10-01,6795.5
1903,2003-12-10,1993-10-01,6800.2
1904,2009-07-31,1993-10-01,6813.8
1905,2013-07-31,1993-10-01,7032.8
1906,2017-10-27,1993-10-01,7032.844
1907,2018-07-27,1993-10-01,7013.738
1908,1994-04-28,1994-01-01,6609.4
1909,1994-05-27,1994-01-01,6617.6
1910,1994-06-29,1994-01-01,6623.1
1911,1994-07-29,1994-01-01,6574.7
1912,1996-01-19,1994-01-01,6772.8
1913,1996-08-01,1994-01-01,6776.0
1914,1997-05-07,1994-01-01,6776.1
1915,1997-07-31,1994-01-01,6794.3
1916,1999-10-28,1994-01-01,6887.8
1917,2003-12-10,1994-01-01,6911.0
1918,2009-07-31,1994-01-01,6916.3
1919,2013-07-31,1994-01-01,7136.2
1920,2014-07-30,1994-01-01,7136.3
1921,2017-10-27,1994-01-01,7136.259
1922,2018-07-27,1994-01-01,7115.651999999999
1923,1994-07-29,1994-04-01,6683.6
1924,1994-08-26,1994-04-01,6685.5
1925,1994-09-29,1994-04-01,6689.9
1926,1996-01-19,1994-04-01,6885.0
1927,1996-08-01,1994-04-01,6890.5
1928,1997-07-31,1994-04-01,6911.4
1929,1999-10-28,1994-04-01,7015.7
1930,2003-12-10,1994-04-01,7030.6
1931,2009-07-31,1994-04-01,7044.3
1932,2013-07-31,1994-04-01,7269.8
1933,2017-10-27,1994-04-01,7269.847
1934,2018-07-27,1994-04-01,7246.931
1935,1994-10-28,1994-07-01,6775.9
1936,1994-11-30,1994-07-01,6786.5
1937,1994-12-22,1994-07-01,6791.7
1938,1996-01-19,1994-07-01,6987.6
1939,1996-08-01,1994-07-01,6993.1
1940,1997-07-31,1994-07-01,6986.5
1941,1999-10-28,1994-07-01,7096.0
1942,2003-12-10,1994-07-01,7115.1
1943,2009-07-31,1994-07-01,7131.8
1944,2013-07-31,1994-07-01,7352.2
1945,2014-07-30,1994-07-01,7352.3
1946,2017-10-27,1994-07-01,7352.255
1947,2018-07-27,1994-07-01,7331.075
1948,1995-01-27,1994-10-01,6891.1
1949,1995-03-01,1994-10-01,6888.1
1950,1995-03-31,1994-10-01,6897.2
1951,1996-01-19,1994-10-01,7080.0
1952,1996-08-01,1994-10-01,7083.2
1953,1997-07-31,1994-10-01,7095.7
1954,1999-10-28,1994-10-01,7217.7
1955,2003-12-10,1994-10-01,7232.2
1956,2009-07-31,1994-10-01,7248.2
1957,2013-07-31,1994-10-01,7476.6
1958,2014-07-30,1994-10-01,7476.7
1959,2017-10-27,1994-10-01,7476.661
1960,2018-07-27,1994-10-01,7455.2880000000005
1961,1995-04-28,1995-01-01,6982.9
1962,1995-05-31,1995-01-01,6979.7
1963,1995-06-30,1995-01-01,6977.4
1964,1996-01-19,1995-01-01,7147.8
1965,1996-08-01,1995-01-01,7149.8
1966,1997-07-31,1995-01-01,7168.9
1967,1998-07-31,1995-01-01,7170.8
1968,1999-10-28,1995-01-01,7297.5
1969,2003-12-10,1995-01-01,7298.3
1970,2009-07-31,1995-01-01,7307.7
1971,2013-07-31,1995-01-01,7545.3
1972,2017-10-27,1995-01-01,7545.295999999999
1973,2018-07-27,1995-01-01,7522.289000000001
1974,1995-07-28,1995-04-01,7011.8
1975,1995-08-30,1995-04-01,7024.9
1976,1995-09-29,1995-04-01,7030.0
1977,1996-01-19,1995-04-01,7196.5
1978,1996-08-01,1995-04-01,7204.9
1979,1997-07-31,1995-04-01,7209.5
1980,1998-07-31,1995-04-01,7210.9
1981,1999-10-28,1995-04-01,7342.6
1982,2003-12-10,1995-04-01,7337.7
1983,2009-07-31,1995-04-01,7355.8
1984,2013-07-31,1995-04-01,7604.9
1985,2017-10-27,1995-04-01,7604.923000000001
1986,2018-07-27,1995-04-01,7580.996999999999
1987,1995-10-27,1995-07-01,7113.2
1988,1996-01-19,1995-07-01,7297.2
1989,1996-02-23,1995-07-01,7298.5
1990,1996-08-01,1995-07-01,7309.8
1991,1997-07-31,1995-07-01,7301.3
1992,1998-07-31,1995-07-01,7304.8
1993,1999-10-28,1995-07-01,7432.8
1994,2003-12-10,1995-07-01,7432.1
1995,2009-07-31,1995-07-01,7452.5
1996,2013-07-31,1995-07-01,7706.5
1997,2017-10-27,1995-07-01,7706.531
1998,2018-07-27,1995-07-01,7683.125
1999,1996-02-23,1995-10-01,7348.1
2000,1996-04-02,1995-10-01,7340.4
2001,1996-08-01,1995-10-01,7350.6
2002,1997-07-31,1995-10-01,7381.9
2003,1998-07-31,1995-10-01,7391.9
2004,1999-10-28,1995-10-01,7529.3
2005,2003-12-10,1995-10-01,7522.5
2006,2009-07-31,1995-10-01,7542.5
2007,2013-07-31,1995-10-01,7799.5
2008,2017-10-27,1995-10-01,7799.493
2009,2018-07-27,1995-10-01,7772.585999999999
2010,1996-05-02,1996-01-01,7430.7
2011,1996-05-30,1996-01-01,7421.4
2012,1996-06-28,1996-01-01,7417.8
2013,1996-08-01,1996-01-01,7426.8
2014,1997-07-31,1996-01-01,7467.5
2015,1998-07-31,1996-01-01,7495.3
2016,1999-10-28,1996-01-01,7629.6
2017,2003-12-10,1996-01-01,7624.1
2018,2009-07-31,1996-01-01,7638.2
2019,2013-07-31,1996-01-01,7893.1
2020,2017-10-27,1996-01-01,7893.146
2021,2018-07-27,1996-01-01,7868.468000000001
2022,1996-08-01,1996-04-01,7538.1
2023,1996-08-29,1996-04-01,7547.6
2024,1996-09-27,1996-04-01,7545.1
2025,1997-07-31,1996-04-01,7607.7
2026,1998-07-31,1996-04-01,7629.2
2027,1999-10-28,1996-04-01,7782.7
2028,2003-12-10,1996-04-01,7776.6
2029,2009-07-31,1996-04-01,7800.0
2030,2013-07-31,1996-04-01,8061.5
2031,2017-10-27,1996-04-01,8061.535
2032,2018-07-27,1996-04-01,8032.84
2033,1996-10-30,1996-07-01,7616.0
2034,1996-11-27,1996-07-01,7611.8
2035,1996-12-20,1996-07-01,7616.3
2036,1997-07-31,1996-07-01,7676.0
2037,1998-07-31,1996-07-01,7703.4
2038,1999-10-28,1996-07-01,7859.0
2039,2003-12-10,1996-07-01,7866.2
2040,2009-07-31,1996-07-01,7892.7
2041,2013-07-31,1996-07-01,8159.0
2042,2017-10-27,1996-07-01,8159.043000000001
2043,2018-07-27,1996-07-01,8131.408
2044,1997-01-31,1996-10-01,7731.7
2045,1997-02-28,1996-10-01,7715.4
2046,1997-03-28,1996-10-01,7716.1
2047,1997-07-31,1996-10-01,7792.9
2048,1998-07-31,1996-10-01,7818.4
2049,1999-10-28,1996-10-01,7981.4
2050,2003-12-10,1996-10-01,8000.4
2051,2009-07-31,1996-10-01,8023.0
2052,2013-07-31,1996-10-01,8287.0
2053,2014-07-30,1996-10-01,8287.1
2054,2017-10-27,1996-10-01,8287.078000000001
2055,2018-07-27,1996-10-01,8259.771
2056,1997-04-30,1997-01-01,7866.0
2057,1997-05-30,1997-01-01,7867.7
2058,1997-06-27,1997-01-01,7871.0
2059,1997-07-31,1997-01-01,7933.6
2060,1998-07-31,1997-01-01,7955.0
2061,1999-10-28,1997-01-01,8125.9
2062,2000-07-28,1997-01-01,8124.2
2063,2003-12-10,1997-01-01,8113.8
2064,2009-07-31,1997-01-01,8137.0
2065,2013-07-31,1997-01-01,8402.0
2066,2014-07-30,1997-01-01,8402.1
2067,2017-10-27,1997-01-01,8402.06
2068,2018-07-27,1997-01-01,8362.655
2069,1997-07-31,1997-04-01,8004.8
2070,1997-08-28,1997-04-01,8035.2
2071,1997-09-26,1997-04-01,8034.3
2072,1998-07-31,1997-04-01,8063.4
2073,1999-10-28,1997-04-01,8259.5
2074,2000-07-28,1997-04-01,8279.8
2075,2003-12-10,1997-04-01,8250.4
2076,2009-07-31,1997-04-01,8276.8
2077,2013-07-31,1997-04-01,8551.9
2078,2017-10-27,1997-04-01,8551.94
2079,2018-07-27,1997-04-01,8518.825
2080,1997-10-31,1997-07-01,8131.7
2081,1997-11-26,1997-07-01,8128.8
2082,1997-12-23,1997-07-01,8124.3
2083,1998-07-31,1997-07-01,8170.8
2084,1999-10-28,1997-07-01,8364.5
2085,2000-07-28,1997-07-01,8390.9
2086,2003-12-10,1997-07-01,8381.9
2087,2009-07-31,1997-07-01,8409.9
2088,2013-07-31,1997-07-01,8691.7
2089,2014-07-30,1997-07-01,8691.8
2090,2017-10-27,1997-07-01,8691.756
2091,2018-07-27,1997-07-01,8662.823
2092,1998-01-30,1997-10-01,8241.5
2093,1998-02-27,1997-10-01,8231.8
2094,1998-03-26,1997-10-01,8227.4
2095,1998-07-31,1997-10-01,8254.5
2096,1999-10-28,1997-10-01,8453.0
2097,2000-07-28,1997-10-01,8478.6
2098,2003-12-10,1997-10-01,8471.2
2099,2009-07-31,1997-10-01,8505.7
2100,2013-07-31,1997-10-01,8788.3
2101,2017-10-27,1997-10-01,8788.32
2102,2018-07-27,1997-10-01,8765.907
2103,1998-04-30,1998-01-01,8332.2
2104,1998-05-28,1998-01-01,8344.9
2105,1998-06-25,1998-01-01,8359.3
2106,1998-07-31,1998-01-01,8384.2
2107,1999-10-28,1998-01-01,8610.6
2108,2000-07-28,1998-01-01,8634.7
2109,2001-07-27,1998-01-01,8627.8
2110,2003-12-10,1998-01-01,8586.7
2111,2009-07-31,1998-01-01,8600.6
2112,2013-07-31,1998-01-01,8889.7
2113,2017-10-27,1998-01-01,8889.732
2114,2018-07-27,1998-01-01,8866.48
2115,1998-07-31,1998-04-01,8431.7
2116,1998-08-27,1998-04-01,8435.2
2117,1998-09-24,1998-04-01,8440.6
2118,1999-10-28,1998-04-01,8683.7
2119,2000-07-28,1998-04-01,8722.0
2120,2001-07-27,1998-04-01,8697.3
2121,2003-12-10,1998-04-01,8657.9
2122,2009-07-31,1998-04-01,8698.6
2123,2013-07-31,1998-04-01,8994.7
2124,2017-10-27,1998-04-01,8994.738000000001
2125,2018-07-27,1998-04-01,8969.699
2126,1998-10-30,1998-07-01,8526.5
2127,1998-11-24,1998-07-01,8538.6
2128,1998-12-23,1998-07-01,8537.9
2129,1999-10-28,1998-07-01,8797.9
2130,2000-07-28,1998-07-01,8829.1
2131,2001-07-27,1998-07-01,8816.5
2132,2003-12-10,1998-07-01,8789.5
2133,2009-07-31,1998-07-01,8847.2
2134,2013-07-31,1998-07-01,9146.5
2135,2017-10-27,1998-07-01,9146.521
2136,2018-07-27,1998-07-01,9121.097
2137,1999-01-29,1998-10-01,8672.8
2138,1999-02-26,1998-10-01,8680.0
2139,1999-03-31,1998-10-01,8681.2
2140,1999-10-28,1998-10-01,8947.6
2141,2000-07-28,1998-10-01,8974.9
2142,2001-07-27,1998-10-01,8984.5
2143,2003-12-10,1998-10-01,8953.8
2144,2009-07-31,1998-10-01,9027.5
2145,2013-07-31,1998-10-01,9325.6
2146,2014-07-30,1998-10-01,9325.7
2147,2017-10-27,1998-10-01,9325.65
2148,2018-07-27,1998-10-01,9293.991
2149,1999-04-30,1999-01-01,8807.9
2150,1999-05-27,1999-01-01,8799.7
2151,1999-06-25,1999-01-01,8808.7
2152,1999-10-28,1999-01-01,9072.7
2153,2000-07-28,1999-01-01,9104.5
2154,2001-07-27,1999-01-01,9093.1
2155,2002-07-31,1999-01-01,9092.7
2156,2003-12-10,1999-01-01,9066.6
2157,2009-07-31,1999-01-01,9148.6
2158,2013-07-31,1999-01-01,9450.3
2159,2014-07-30,1999-01-01,9447.1
2160,2017-10-27,1999-01-01,9447.103000000001
2161,2018-07-27,1999-01-01,9417.264000000001
2162,1999-07-29,1999-04-01,8893.3
2163,1999-08-26,1999-04-01,8881.9
2164,1999-09-30,1999-04-01,8873.4
2165,1999-10-28,1999-04-01,9146.2
2166,2000-07-28,1999-04-01,9191.5
2167,2001-07-27,1999-04-01,9161.4
2168,2002-07-31,1999-04-01,9171.7
2169,2003-12-10,1999-04-01,9174.1
2170,2009-07-31,1999-04-01,9252.6
2171,2013-07-31,1999-04-01,9561.5
2172,2014-07-30,1999-04-01,9557.0
2173,2017-10-27,1999-04-01,9557.005
2174,2018-07-27,1999-04-01,9524.152
2175,1999-10-28,1999-07-01,9276.3
2176,1999-11-24,1999-07-01,9295.3
2177,1999-12-22,1999-07-01,9297.8
2178,2000-07-28,1999-07-01,9340.9
2179,2001-07-27,1999-07-01,9297.4
2180,2002-07-31,1999-07-01,9316.5
2181,2003-12-10,1999-07-01,9313.5
2182,2009-07-31,1999-07-01,9405.1
2183,2013-07-31,1999-07-01,9718.7
2184,2014-07-30,1999-07-01,9712.3
2185,2017-10-27,1999-07-01,9712.28
2186,2018-07-27,1999-07-01,9681.856
2187,2000-01-28,1999-10-01,9477.1
2188,2000-02-25,1999-10-01,9501.6
2189,2000-03-30,1999-10-01,9507.9
2190,2000-07-28,1999-10-01,9559.7
2191,2001-07-27,1999-10-01,9522.5
2192,2002-07-31,1999-10-01,9516.4
2193,2003-12-10,1999-10-01,9519.5
2194,2009-07-31,1999-10-01,9607.7
2195,2013-07-31,1999-10-01,9932.3
2196,2014-07-30,1999-10-01,9926.1
2197,2017-10-27,1999-10-01,9926.101
2198,2018-07-27,1999-10-01,9899.378
