,realtime_start,date,gdp_value
834,1999-10-29,1969-04-01,977.0
835,2003-12-10,1969-04-01,976.3
836,2009-07-31,1969-04-01,976.1
837,2013-07-31,1969-04-01,1011.4
838,2017-10-27,1969-04-01,1011.3610000000001
839,2018-07-27,1969-04-01,1009.02
840,1991-12-04,1969-07-01,970.7
841,1996-01-19,1969-07-01,993.3
842,1997-05-07,1969-07-01,993.6
844,1999-10-29,1969-07-01,997.2
845,2003-12-10,1969-07-01,996.5
846,2009-07-31,1969-07-01,996.3
847,2013-07-31,1969-07-01,1032.0
848,2017-10-27,1969-07-01,1032.016
849,2018-07-27,1969-07-01,1029.9560000000001
850,1991-12-04,1969-10-01,978.8
851,1996-01-19,1969-10-01,1002.0
852,1997-05-07,1969-10-01,1001.0
854,1999-10-29,1969-10-01,1005.3
855,2003-12-10,1969-10-01,1004.6
856,2009-07-31,1969-10-01,1004.5
857,2013-07-31,1969-10-01,1040.7
858,2017-10-27,1969-10-01,1040.741
859,2018-07-27,1969-10-01,1038.147
860,1991-12-04,1970-01-01,989.5
861,1991-12-20,1970-01-01,989.7
862,1996-01-19,1970-01-01,1014.0
863,1997-05-07,1970-01-01,1013.9
865,1999-10-29,1970-01-01,1018.2
866,2003-12-10,1970-01-01,1017.3
867,2009-07-31,1970-01-01,1017.1
868,2013-07-31,1970-01-01,1053.5
869,2017-10-27,1970-01-01,1053.528
870,2018-07-27,1970-01-01,1051.2
871,1991-12-04,1970-04-01,1003.4
872,1991-12-20,1970-04-01,1003.8
873,1996-01-19,1970-04-01,1029.0
874,1997-05-07,1970-04-01,1029.5
876,1999-10-29,1970-04-01,1034.4
877,2003-12-10,1970-04-01,1033.2
878,2009-07-31,1970-04-01,1033.1
879,2013-07-31,1970-04-01,1070.1
880,2017-10-27,1970-04-01,1070.11
881,2018-07-27,1970-04-01,1067.375
882,1991-12-04,1970-07-01,1022.4
883,1991-12-20,1970-07-01,1022.8
884,1996-01-19,1970-07-01,1047.2
885,1997-05-07,1970-07-01,1047.8
887,1999-10-29,1970-07-01,1051.9
888,2003-12-10,1970-07-01,1050.7
889,2009-07-31,1970-07-01,1050.5
890,2013-07-31,1970-07-01,1088.5
891,2017-10-27,1970-07-01,1088.461
892,2018-07-27,1970-07-01,1086.059
893,1991-12-04,1970-10-01,1026.1
894,1991-12-20,1970-10-01,1026.4
895,1996-01-19,1970-10-01,1052.3
896,1997-05-07,1970-10-01,1051.3
898,1999-10-29,1970-10-01,1054.2
899,2003-12-10,1970-10-01,1052.9
900,2009-07-31,1970-10-01,1052.7
901,2013-07-31,1970-10-01,1091.5
902,2017-10-27,1970-10-01,1091.462
903,2018-07-27,1970-10-01,1088.608
904,1991-12-04,1971-01-01,1069.4
905,1991-12-20,1971-01-01,1069.8
906,1996-01-19,1971-01-01,1096.7
907,1997-05-07,1971-01-01,1096.8
909,1999-10-29,1971-01-01,1099.9
910,2003-12-10,1971-01-01,1098.3
911,2009-07-31,1971-01-01,1098.1
912,2013-07-31,1971-01-01,1137.8
913,2017-10-27,1971-01-01,1137.812
914,2018-07-27,1971-01-01,1135.156
915,1991-12-04,1971-04-01,1087.8
916,1991-12-20,1971-04-01,1088.2
917,1996-01-19,1971-04-01,1116.8
918,1997-05-07,1971-04-01,1117.7
920,1999-10-29,1971-04-01,1120.6
921,2003-12-10,1971-04-01,1119.1
922,2009-07-31,1971-04-01,1118.8
923,2013-07-31,1971-04-01,1159.4
924,2017-10-27,1971-04-01,1159.355
925,2018-07-27,1971-04-01,1156.271
926,1991-12-04,1971-07-01,1108.0
927,1991-12-20,1971-07-01,1108.4
928,1996-01-19,1971-07-01,1137.1
929,1997-05-07,1971-07-01,1137.3
931,1999-10-29,1971-07-01,1140.8
932,2003-12-10,1971-07-01,1139.3
933,2009-07-31,1971-07-01,1139.1
934,2013-07-31,1971-07-01,1180.3
935,2017-10-27,1971-07-01,1180.313
936,2018-07-27,1971-07-01,1177.675
937,1991-12-04,1971-10-01,1122.0
938,1991-12-20,1971-10-01,1122.3
939,1996-01-19,1971-10-01,1150.9
940,1997-05-07,1971-10-01,1149.8
942,1999-10-29,1971-10-01,1153.1
943,2003-12-10,1971-10-01,1151.7
944,2009-07-31,1971-10-01,1151.4
945,2013-07-31,1971-10-01,1193.6
946,2017-10-27,1971-10-01,1193.585
947,2018-07-27,1971-10-01,1190.297
948,1991-12-04,1972-01-01,1160.5
949,1991-12-20,1972-01-01,1160.9
950,1996-01-19,1972-01-01,1190.1
951,1997-05-07,1972-01-01,1190.2
953,1999-10-29,1972-01-01,1192.5
954,2003-12-10,1972-01-01,1190.6
955,2009-07-31,1972-01-01,1190.1
956,2013-07-31,1972-01-01,1233.8
957,2017-10-27,1972-01-01,1233.807
958,2018-07-27,1972-01-01,1230.609
959,1991-12-04,1972-04-01,1192.1
960,1991-12-20,1972-04-01,1192.5
961,1996-01-19,1972-04-01,1223.5
962,1997-05-07,1972-04-01,1224.4
964,1999-10-29,1972-04-01,1227.5
965,2003-12-10,1972-04-01,1225.9
966,2009-07-31,1972-04-01,1225.6
967,2013-07-31,1972-04-01,1270.1
968,2017-10-27,1972-04-01,1270.122
969,2018-07-27,1972-04-01,1266.369
970,1991-12-04,1972-07-01,1217.3
971,1991-12-20,1972-07-01,1217.7
972,1996-01-19,1972-07-01,1247.6
973,1997-05-07,1972-07-01,1247.8
975,1999-10-29,1972-07-01,1252.0
976,2003-12-10,1972-07-01,1249.7
977,2009-07-31,1972-07-01,1249.3
978,2013-07-31,1972-07-01,1293.8
979,2017-10-27,1972-07-01,1293.837
980,2018-07-27,1972-07-01,1290.566
981,1991-12-04,1972-10-01,1256.2
982,1991-12-20,1972-10-01,1256.8
983,1996-01-19,1972-10-01,1287.9
984,1997-05-07,1972-10-01,1286.8
986,1999-10-29,1972-10-01,1289.7
987,2003-12-10,1972-10-01,1287.0
988,2009-07-31,1972-10-01,1286.6
989,2013-07-31,1972-10-01,1332.0
990,2017-10-27,1972-10-01,1332.023
991,2018-07-27,1972-10-01,1328.904
992,1991-12-04,1973-01-01,1303.8
993,1991-12-20,1973-01-01,1304.4
994,1996-01-19,1973-01-01,1337.2
995,1997-05-07,1973-01-01,1337.5
997,1999-10-29,1973-01-01,1338.4
998,2003-12-10,1973-01-01,1335.5
999,2009-07-31,1973-01-01,1335.1
1000,2013-07-31,1973-01-01,1380.7
1001,2017-10-27,1973-01-01,1380.68
1002,2018-07-27,1973-01-01,1377.49
1003,1991-12-04,1973-04-01,1333.9
1004,1991-12-20,1973-04-01,1334.5
1005,1996-01-19,1973-04-01,1367.7
1006,1997-05-07,1973-04-01,1369.4
1008,1999-10-29,1973-04-01,1374.4
1009,2003-12-10,1973-04-01,1371.9
1010,2009-07-31,1973-04-01,1371.5
1011,2013-07-31,1973-04-01,1417.6
1012,2017-10-27,1973-04-01,1417.595
1013,2018-07-27,1973-04-01,1413.8870000000002
1014,1991-12-04,1973-07-01,1357.8
1015,1991-12-20,1973-07-01,1358.4
1016,1996-01-19,1973-07-01,1390.5
1017,1997-05-07,1973-07-01,1391.4
1019,1999-10-29,1973-07-01,1394.1
1020,2003-12-10,1973-07-01,1391.2
1021,2009-07-31,1973-07-01,1390.7
1022,2013-07-31,1973-07-01,1436.8
1023,2017-10-27,1973-07-01,1436.8129999999999
1024,2018-07-27,1973-07-01,1433.838
1025,1991-12-04,1973-10-01,1400.7
1026,1991-12-20,1973-10-01,1401.2
1027,1996-01-19,1973-10-01,1435.3
1028,1997-05-07,1973-10-01,1432.3
1030,1999-10-29,1973-10-01,1435.3
1031,2003-12-10,1973-10-01,1432.3
1032,2009-07-31,1973-10-01,1431.8
1033,2013-07-31,1973-10-01,1479.1
1034,2017-10-27,1973-10-01,1479.069
1035,2018-07-27,1973-10-01,1476.289
1036,1991-12-04,1974-01-01,1410.4
1037,1991-12-20,1974-01-01,1410.9
1038,1996-01-19,1974-01-01,1446.6
1039,1997-05-07,1974-01-01,1446.5
1041,1999-10-29,1974-01-01,1450.0
1042,2003-12-10,1974-01-01,1447.0
1043,2009-07-31,1974-01-01,1446.5
1044,2013-07-31,1974-01-01,1494.7
1045,2017-10-27,1974-01-01,1494.654
1046,2018-07-27,1974-01-01,1491.2089999999998
1047,1991-12-04,1974-04-01,1443.5
1048,1991-12-20,1974-04-01,1444.1
1049,1996-01-19,1974-04-01,1480.2
1050,1997-05-07,1974-04-01,1482.5
1052,1999-10-29,1974-04-01,1487.6
1053,2003-12-10,1974-04-01,1485.3
1054,2009-07-31,1974-04-01,1484.8
1055,2013-07-31,1974-04-01,1534.2
1056,2017-10-27,1974-04-01,1534.22
1057,2018-07-27,1974-04-01,1530.056
1058,1991-12-04,1974-07-01,1473.9
1059,1991-12-20,1974-07-01,1474.7
1060,1996-01-19,1974-07-01,1510.9
1061,1997-05-07,1974-07-01,1511.7
1063,1999-10-29,1974-07-01,1514.8
1064,2003-12-10,1974-07-01,1514.2
1065,2009-07-31,1974-07-01,1513.7
1066,2013-07-31,1974-07-01,1563.4
1067,2017-10-27,1974-07-01,1563.396
1068,2018-07-27,1974-07-01,1560.026
1069,1991-12-04,1974-10-01,1504.0
1070,1991-12-20,1974-10-01,1504.8
1071,1996-01-19,1974-10-01,1549.7
1072,1997-05-07,1974-10-01,1546.8
1074,1999-10-29,1974-10-01,1551.6
1075,2003-12-10,1974-10-01,1553.4
1076,2009-07-31,1974-10-01,1552.8
1077,2013-07-31,1974-10-01,1603.0
1078,2017-10-27,1974-10-01,1603.004
1079,2018-07-27,1974-10-01,1599.6789999999999
1080,1991-12-04,1975-01-01,1512.7
1081,1991-12-20,1975-01-01,1513.6
1082,1996-01-19,1975-01-01,1559.6
1083,1997-05-07,1975-01-01,1560.3
1085,1999-10-29,1975-01-01,1567.2
1086,2003-12-10,1975-01-01,1570.0
1087,2009-07-31,1975-01-01,1569.4
1088,2013-07-31,1975-01-01,1619.6
1089,2017-10-27,1975-01-01,1619.5529999999999
1090,2018-07-27,1975-01-01,1616.116
1091,1991-12-04,1975-04-01,1551.2
1092,1991-12-20,1975-04-01,1552.1
1093,1996-01-19,1975-04-01,1596.4
1094,1997-05-07,1975-04-01,1597.8
1096,1999-10-29,1975-04-01,1603.1
1097,2003-12-10,1975-04-01,1605.6
1098,2009-07-31,1975-04-01,1605.0
1099,2013-07-31,1975-04-01,1656.4
1100,2017-10-27,1975-04-01,1656.4479999999999
1101,2018-07-27,1975-04-01,1651.8529999999998
1102,1991-12-04,1975-07-01,1613.3
1103,1991-12-20,1975-07-01,1614.4
1104,1996-01-19,1975-07-01,1657.3
1105,1997-05-07,1975-07-01,1657.1
1107,1999-10-29,1975-07-01,1659.9
1108,2003-12-10,1975-07-01,1663.1
1109,2009-07-31,1975-07-01,1662.4
1110,2013-07-31,1975-07-01,1713.8
1111,2017-10-27,1975-07-01,1713.8120000000001
1112,2018-07-27,1975-07-01,1709.82
1113,1991-12-04,1975-10-01,1662.1
1114,1991-12-20,1975-10-01,1663.3
1115,1996-01-19,1975-10-01,1709.1
1116,1997-05-07,1975-10-01,1707.3
1118,1999-10-29,1975-10-01,1710.5
1119,2003-12-10,1975-10-01,1714.6
1120,2009-07-31,1975-10-01,1713.9
1121,2013-07-31,1975-10-01,1765.9
1122,2017-10-27,1975-10-01,1765.8670000000002
1123,2018-07-27,1975-10-01,1761.8310000000001
1124,1991-12-04,1976-01-01,1716.5
1125,1991-12-20,1976-01-01,1717.8
1126,1996-01-19,1976-01-01,1767.4
1127,1997-05-07,1976-01-01,1767.3
1129,1999-10-29,1976-01-01,1770.3
1130,2003-12-10,1976-01-01,1772.6
1131,2009-07-31,1976-01-01,1771.9
1132,2013-07-31,1976-01-01,1824.5
1133,2017-10-27,1976-01-01,1824.509
1134,2018-07-27,1976-01-01,1820.487
1135,1991-12-04,1976-04-01,1745.1
1136,1991-12-20,1976-04-01,1746.4
1137,1996-01-19,1976-04-01,1797.1
1138,1997-05-07,1976-04-01,1797.9
1140,1999-10-29,1976-04-01,1803.1
1141,2003-12-10,1976-04-01,1804.9
1142,2009-07-31,1976-04-01,1804.2
1143,2013-07-31,1976-04-01,1856.9
1144,2017-10-27,1976-04-01,1856.944
1145,2018-07-27,1976-04-01,1852.332
1146,1991-12-04,1976-07-01,1778.5
1147,1991-12-20,1976-07-01,1779.9
1148,1996-01-19,1976-07-01,1830.5
1149,1997-05-07,1976-07-01,1830.4
1151,1999-10-29,1976-07-01,1837.0
1152,2003-12-10,1976-07-01,1838.3
1153,2009-07-31,1976-07-01,1837.7
1154,2013-07-31,1976-07-01,1890.5
1155,2018-07-27,1976-07-01,1886.558
1156,1991-12-04,1976-10-01,1828.1
1157,1991-12-20,1976-10-01,1829.6
1158,1996-01-19,1976-10-01,1880.8
1159,1997-05-07,1976-10-01,1880.3
1161,1999-10-29,1976-10-01,1885.3
1162,2009-07-31,1976-10-01,1884.5
1163,2013-07-31,1976-10-01,1938.4
1164,2017-10-27,1976-10-01,1938.4129999999998
1165,2018-07-27,1976-10-01,1934.273
1166,1991-12-04,1977-01-01,1881.7
1167,1996-01-19,1977-01-01,1933.4
1168,1997-05-07,1977-01-01,1934.4
1170,1999-10-29,1977-01-01,1939.1
1171,2003-12-10,1977-01-01,1939.3
1172,2009-07-31,1977-01-01,1938.5
1173,2013-07-31,1977-01-01,1992.5
1174,2017-10-27,1977-01-01,1992.5339999999999
1175,2018-07-27,1977-01-01,1988.648
1176,1991-12-04,1977-04-01,1952.9
1177,1996-01-19,1977-04-01,2005.3
1178,1997-05-07,1977-04-01,2005.1
1180,1999-10-29,1977-04-01,2006.6
1181,2003-12-10,1977-04-01,2006.0
1182,2009-07-31,1977-04-01,2005.2
1183,2013-07-31,1977-04-01,2060.2
1184,2017-10-27,1977-04-01,2060.165
1185,2018-07-27,1977-04-01,2055.909
1186,1991-12-04,1977-07-01,2015.1
1187,1996-01-19,1977-07-01,2067.5
1188,1997-05-07,1977-07-01,2063.2
1190,1999-10-29,1977-07-01,2067.5
1191,2003-12-10,1977-07-01,2066.8
1192,2009-07-31,1977-07-01,2066.0
1193,2013-07-31,1977-07-01,2122.4
1194,2017-10-27,1977-07-01,2122.387
1195,2018-07-27,1977-07-01,2118.473
1196,1991-12-04,1977-10-01,2046.8
1197,1996-01-19,1977-10-01,2101.2
1198,1997-05-07,1977-10-01,2104.7
1200,1999-10-29,1977-10-01,2112.4
1201,2003-12-10,1977-10-01,2111.6
1202,2009-07-31,1977-10-01,2110.8
1203,2013-07-31,1977-10-01,2168.7
1204,2017-10-27,1977-10-01,2168.716
1205,2018-07-27,1977-10-01,2164.27
1206,1991-12-04,1978-01-01,2090.2
1207,1996-01-19,1978-01-01,2144.4
1208,1997-05-07,1978-01-01,2147.7
1210,1999-10-29,1978-01-01,2150.4
1211,2003-12-10,1978-01-01,2150.0
1212,2009-07-31,1978-01-01,2149.1
1213,2013-07-31,1978-01-01,2208.7
1214,2017-10-27,1978-01-01,2208.688
1215,2018-07-27,1978-01-01,2202.76
1216,1991-12-04,1978-04-01,2213.9
1217,1996-01-19,1978-04-01,2274.6
1218,1997-05-07,1978-04-01,2273.7
1220,1999-10-29,1978-04-01,2276.6
1221,2003-12-10,1978-04-01,2275.6
1222,2009-07-31,1978-04-01,2274.7
1223,2013-07-31,1978-04-01,2336.6
1224,2017-10-27,1978-04-01,2336.563
1225,2018-07-27,1978-04-01,2331.633
1226,1991-12-04,1978-07-01,2274.7
1227,1996-01-19,1978-07-01,2334.8
1228,1997-05-07,1978-07-01,2333.9
1230,1999-10-29,1978-07-01,2338.5
1231,2003-12-10,1978-07-01,2336.2
1232,2009-07-31,1978-07-01,2335.2
1233,2013-07-31,1978-07-01,2398.9
1234,2017-10-27,1978-07-01,2398.866
1235,2018-07-27,1978-07-01,2395.053
1236,1991-12-04,1978-10-01,2352.0
1237,1996-01-19,1978-10-01,2411.7
1238,1997-05-07,1978-10-01,2410.2
1240,1999-10-29,1978-10-01,2418.0
1241,2003-12-10,1978-10-01,2417.0
1242,2009-07-31,1978-10-01,2416.0
1243,2013-07-31,1978-10-01,2482.2
1244,2017-10-27,1978-10-01,2482.159
1245,2018-07-27,1978-10-01,2476.949
1246,1991-12-04,1979-01-01,2399.2
1247,1996-01-19,1979-01-01,2464.9
1248,1997-05-07,1979-01-01,2464.5
1250,1999-10-29,1979-01-01,2470.9
1251,2003-12-10,1979-01-01,2464.4
1252,2009-07-31,1979-01-01,2463.3
1253,2013-07-31,1979-01-01,2531.6
1254,2017-10-27,1979-01-01,2531.555
1255,2018-07-27,1979-01-01,2526.61
1256,1991-12-04,1979-04-01,2453.3
1257,1996-01-19,1979-04-01,2522.4
1258,1997-05-07,1979-04-01,2522.3
1260,1999-10-29,1979-04-01,2529.3
1261,2003-12-10,1979-04-01,2527.6
1262,2009-07-31,1979-04-01,2526.4
1263,2013-07-31,1979-04-01,2595.9
1264,2017-10-27,1979-04-01,2595.909
1265,2018-07-27,1979-04-01,2591.2470000000003
1266,1991-12-04,1979-07-01,2523.3
1267,1996-01-19,1979-07-01,2592.6
1268,1997-05-07,1979-07-01,2592.8
1270,1999-10-29,1979-07-01,2601.5
1271,2003-12-10,1979-07-01,2600.7
1272,2009-07-31,1979-07-01,2599.7
1273,2013-07-31,1979-07-01,2670.4
1274,2017-10-27,1979-07-01,2670.388
1275,2018-07-27,1979-07-01,2667.565
1276,1991-12-04,1979-10-01,2578.8
1277,1996-01-19,1979-10-01,2650.1
1278,1997-05-07,1979-10-01,2650.4
1280,1999-10-29,1979-10-01,2663.8
1281,2003-12-10,1979-10-01,2660.5
1282,2009-07-31,1979-10-01,2659.4
1283,2013-07-31,1979-10-01,2730.7
1284,2017-10-27,1979-10-01,2730.705
1285,2018-07-27,1979-10-01,2723.883
1286,1991-12-04,1980-01-01,2650.1
1287,1996-01-19,1980-01-01,2722.9
1288,1997-05-07,1980-01-01,2722.3
1290,1999-10-29,1980-01-01,2732.9
1291,2003-12-10,1980-01-01,2725.3
1292,2009-07-31,1980-01-01,2724.1
1293,2013-07-31,1980-01-01,2796.5
1294,2017-10-27,1980-01-01,2796.5229999999997
1295,2018-07-27,1980-01-01,2789.842
1296,1991-12-04,1980-04-01,2643.9
1297,1996-01-19,1980-04-01,2719.4
1299,1999-10-29,1980-04-01,2736.9
1300,2003-12-10,1980-04-01,2729.3
1301,2009-07-31,1980-04-01,2728.0
1302,2013-07-31,1980-04-01,2799.9
1303,2017-10-27,1980-04-01,2799.938
1304,2018-07-27,1980-04-01,2797.3520000000003
1305,1991-12-04,1980-07-01,2705.3
1306,1996-01-19,1980-07-01,2783.2
1307,1997-05-07,1980-07-01,2783.4
1309,1999-10-29,1980-07-01,2793.6
1310,2003-12-10,1980-07-01,2786.6
1311,2009-07-31,1980-07-01,2785.2
1312,2013-07-31,1980-07-01,2860.0
1313,2017-10-27,1980-07-01,2860.0440000000003
1314,2018-07-27,1980-07-01,2856.4829999999997
1315,1991-12-04,1980-10-01,2832.9
1316,1996-01-19,1980-10-01,2911.6
1317,1997-05-07,1980-10-01,2911.8
1319,1999-10-29,1980-10-01,2918.8
1320,2003-12-10,1980-10-01,2916.9
1321,2009-07-31,1980-10-01,2915.3
1322,2013-07-31,1980-10-01,2993.5
1323,2017-10-27,1980-10-01,2993.525
1324,2018-07-27,1980-10-01,2985.5570000000002
1325,1991-12-04,1981-01-01,2953.5
1326,1996-01-19,1981-01-01,3043.2
1327,1997-05-07,1981-01-01,3040.2
1329,1999-10-29,1981-01-01,3052.6
1330,2003-12-10,1981-01-01,3052.7
1331,2009-07-31,1981-01-01,3051.4
1332,2013-07-31,1981-01-01,3131.8
1333,2017-10-27,1981-01-01,3131.7990000000004
1334,2018-07-27,1981-01-01,3124.2059999999997
1335,1991-12-04,1981-04-01,2993.0
1336,1996-01-19,1981-04-01,3073.3
1337,1997-05-07,1981-04-01,3070.3
1339,1999-10-29,1981-04-01,3086.2
1340,2003-12-10,1981-04-01,3085.9
1341,2009-07-31,1981-04-01,3084.3
1342,2013-07-31,1981-04-01,3167.2
1343,2014-07-30,1981-04-01,3167.3
1344,2017-10-27,1981-04-01,3167.2509999999997
1345,2018-07-27,1981-04-01,3162.532
1346,1991-12-04,1981-07-01,3079.6
1347,1996-01-19,1981-07-01,3163.2
1348,1997-05-07,1981-07-01,3167.7
1350,1999-10-29,1981-07-01,3183.5
1351,2003-12-10,1981-07-01,3178.7
1352,2009-07-31,1981-07-01,3177.0
1353,2013-07-31,1981-07-01,3261.2
1354,2017-10-27,1981-07-01,3261.203
1355,2018-07-27,1981-07-01,3260.6090000000004
1356,1991-12-04,1981-10-01,3096.3
1357,1996-01-19,1981-10-01,3183.9
1358,1997-05-07,1981-10-01,3185.5
1360,1999-10-29,1981-10-01,3203.1
1361,2003-12-10,1981-10-01,3196.4
1362,2009-07-31,1981-10-01,3194.7
1363,2013-07-31,1981-10-01,3283.5
1364,2017-10-27,1981-10-01,3283.5359999999996
1365,2018-07-27,1981-10-01,3280.8179999999998
1366,1991-12-04,1982-01-01,3092.9
1367,1996-01-19,1982-01-01,3179.6
1368,1997-05-07,1982-01-01,3178.6
1370,1999-10-29,1982-01-01,3193.8
1371,2003-12-10,1982-01-01,3186.8
1372,2009-07-31,1982-01-01,3184.9
1373,2013-07-31,1982-01-01,3273.8
1374,2017-10-27,1982-01-01,3273.809
1375,2018-07-27,1982-01-01,3274.302
1376,1991-12-04,1982-04-01,3146.2
1377,1996-01-19,1982-04-01,3234.7
1378,1997-05-07,1982-04-01,3231.6
1380,1999-10-29,1982-04-01,3248.9
1381,2003-12-10,1982-04-01,3242.7
1382,2009-07-31,1982-04-01,3240.9
1383,2013-07-31,1982-04-01,3331.3
1384,2017-10-27,1982-04-01,3331.281
1385,2018-07-27,1982-04-01,3331.972
1386,1991-12-04,1982-07-01,3164.2
1387,1996-01-19,1982-07-01,3258.5
1388,1997-05-07,1982-07-01,3259.1
1390,1999-10-29,1982-07-01,3278.6
1391,2003-12-10,1982-07-01,3276.2
1392,2009-07-31,1982-07-01,3274.4
1393,2013-07-31,1982-07-01,3367.1
1394,2017-10-27,1982-07-01,3367.072
1395,2018-07-27,1982-07-01,3366.322
1396,1991-12-04,1982-10-01,3195.1
1397,1996-01-19,1982-10-01,3295.5
1398,1997-05-07,1982-10-01,3299.1
1400,1999-10-29,1982-10-01,3315.6
1401,2003-12-10,1982-10-01,3314.4
1402,2009-07-31,1982-10-01,3312.5
1403,2013-07-31,1982-10-01,3407.8
1404,2017-10-27,1982-10-01,3407.81
1405,2018-07-27,1982-10-01,3402.5609999999997
1406,1991-12-04,1983-01-01,3254.9
1407,1996-01-19,1983-01-01,3359.5
1408,1997-05-07,1983-01-01,3361.0
1410,1999-10-29,1983-01-01,3378.5
1411,2003-12-10,1983-01-01,3382.9
1412,2009-07-31,1983-01-01,3381.0
1413,2013-07-31,1983-01-01,3480.3
1414,2017-10-27,1983-01-01,3480.321
1415,2018-07-27,1983-01-01,3473.413
1416,1991-12-04,1983-04-01,3367.1
1417,1996-01-19,1983-04-01,3469.4
1418,1997-05-07,1983-04-01,3469.2
1420,1999-10-29,1983-04-01,3489.6
1421,2003-12-10,1983-04-01,3484.1
1422,2009-07-31,1983-04-01,3482.2
1423,2013-07-31,1983-04-01,3583.8
1424,2017-10-27,1983-04-01,3583.844
1425,2018-07-27,1983-04-01,3578.848
1426,1991-12-04,1983-07-01,3450.9
1427,1996-01-19,1983-07-01,3563.8
1428,1997-05-07,1983-07-01,3563.3
1430,1999-10-29,1983-07-01,3582.9
1431,2003-12-10,1983-07-01,3589.3
1432,2009-07-31,1983-07-01,3587.1
1433,2013-07-31,1983-07-01,3692.3
1434,2017-10-27,1983-07-01,3692.257
1435,2018-07-27,1983-07-01,3689.179
1436,1991-12-04,1983-10-01,3547.3
1437,1996-01-19,1983-10-01,3665.4
1438,1997-05-07,1983-10-01,3664.6
1440,1999-10-29,1983-10-01,3688.8
1441,2003-12-10,1983-10-01,3690.4
1442,2009-07-31,1983-10-01,3688.1
1443,2013-07-31,1983-10-01,3796.1
1444,2017-10-27,1983-10-01,3796.1209999999996
1445,2018-07-27,1983-10-01,3794.7059999999997
1446,1991-12-04,1984-01-01,3666.9
1447,1996-01-19,1984-01-01,3792.8
1448,1997-05-07,1984-01-01,3791.1
1450,1999-10-29,1984-01-01,3813.4
1451,2003-12-10,1984-01-01,3809.6
1452,2009-07-31,1984-01-01,3807.4
1453,2013-07-31,1984-01-01,3912.8
1454,2017-10-27,1984-01-01,3912.7740000000003
1455,2018-07-27,1984-01-01,3908.054
1456,1991-12-04,1984-04-01,3754.6
1457,1996-01-19,1984-04-01,3879.2
1458,1997-05-07,1984-04-01,3879.7
1460,1999-10-29,1984-04-01,3909.4
1461,2003-12-10,1984-04-01,3908.6
1462,2009-07-31,1984-04-01,3906.3
1463,2013-07-31,1984-04-01,4015.0
1464,2018-07-27,1984-04-01,4009.6009999999997
1465,1991-12-04,1984-07-01,3818.2
1466,1996-01-19,1984-07-01,3943.3
1467,1997-05-07,1984-07-01,3942.2
1469,1999-10-29,1984-07-01,3974.7
1470,2003-12-10,1984-07-01,3978.2
1471,2009-07-31,1984-07-01,3976.0
1472,2013-07-31,1984-07-01,4087.4
1473,2017-10-27,1984-07-01,4087.3779999999997
1474,2018-07-27,1984-07-01,4084.25
1475,1991-12-04,1984-10-01,3869.1
1476,1996-01-19,1984-10-01,3994.4
1477,1997-05-07,1984-10-01,3996.7
1479,1999-10-29,1984-10-01,4033.5
1480,2003-12-10,1984-10-01,4036.3
1481,2009-07-31,1984-10-01,4034.0
1482,2013-07-31,1984-10-01,4147.6
1483,2017-10-27,1984-10-01,4147.606
1484,2018-07-27,1984-10-01,4148.5509999999995
1485,1991-12-04,1985-01-01,3940.0
1486,1996-01-19,1985-01-01,4080.3
1487,1997-05-07,1985-01-01,4081.2
1489,1999-10-29,1985-01-01,4109.7
1490,2003-12-10,1985-01-01,4119.5
1491,2009-07-31,1985-01-01,4117.2
1492,2013-07-31,1985-01-01,4237.0
1493,2017-10-27,1985-01-01,4237.01
1494,2018-07-27,1985-01-01,4230.168
1495,1991-12-04,1985-04-01,3997.5
1496,1996-01-19,1985-04-01,4135.4
1497,1997-05-07,1985-04-01,4134.8
1499,1999-10-29,1985-04-01,4170.1
1500,2003-12-10,1985-04-01,4178.4
1501,2009-07-31,1985-04-01,4175.7
1502,2013-07-31,1985-04-01,4302.3
1503,2017-10-27,1985-04-01,4302.2970000000005
1504,2018-07-27,1985-04-01,4294.887
1505,1991-12-04,1985-07-01,4076.9
1506,1996-01-19,1985-07-01,4221.9
1507,1997-05-07,1985-07-01,4221.4
1509,1999-10-29,1985-07-01,4252.9
1510,2003-12-10,1985-07-01,4261.3
1511,2009-07-31,1985-07-01,4258.3
1512,2013-07-31,1985-07-01,4394.6
1513,2017-10-27,1985-07-01,4394.563
1514,2018-07-27,1985-07-01,4386.773
1515,1991-12-04,1985-10-01,4140.5
1516,1996-01-19,1985-10-01,4285.1
1517,1997-05-07,1985-10-01,4285.3
1519,1999-10-29,1985-10-01,4319.3
1520,2003-12-10,1985-10-01,4321.8
1521,2009-07-31,1985-10-01,4318.7
1522,2013-07-31,1985-10-01,4453.1
1523,2017-10-27,1985-10-01,4453.105
1524,2018-07-27,1985-10-01,4444.094
1525,1991-12-04,1986-01-01,4215.7
1526,1996-01-19,1986-01-01,4358.2
1528,1999-10-29,1986-01-01,4375.3
1529,2003-12-10,1986-01-01,4385.6
1530,2009-07-31,1986-01-01,4382.4
1531,2013-07-31,1986-01-01,4516.3
1532,2017-10-27,1986-01-01,4516.344
1533,2018-07-27,1986-01-01,4507.894
1534,1991-12-04,1986-04-01,4232.0
1535,1996-01-19,1986-04-01,4386.7
1536,1997-05-07,1986-04-01,4385.6
